gene.name	A549_0_1	A549_0_2	A549_0_3	A549_25_1	A549_25_2	A549_25_3	
ENSG00000223643.6	0	0	0	0	0	0
ENSG00000230239.1	0	0	0	1	0	0
ENSG00000263811.1	0	0	0	0	0	0
ENSG00000228549.3	9	1	1	6	0	3
ENSG00000277234.1	0	0	0	0	0	0
ENSG00000238142.1	348	275	361	368	384	250
ENSG00000235241.1	0	0	0	4	5	3
ENSG00000207005.1	0	0	0	0	0	0
ENSG00000272426.1	4	2	6	8	4	5
ENSG00000117122.13	20	21	31	32	36	12
ENSG00000226526.1	8	3	5	6	1	2
ENSG00000159363.17	2252	1657	2176	2343	2404	1754
ENSG00000117118.9	4132	4587	4677	4645	4293	4209
ENSG00000117115.12	251	205	230	207	254	182
ENSG00000204362.6	3	3	3	1	4	0
ENSG00000282843.1	0	0	0	0	0	0
ENSG00000142623.10	19	12	14	15	13	16
ENSG00000142619.4	74	59	67	42	90	72
ENSG00000266634.1	0	0	0	0	0	0
ENSG00000159339.13	2	0	0	0	0	0
ENSG00000276747.1	0	0	0	0	0	0
ENSG00000227751.1	0	0	0	0	0	0
ENSG00000179051.13	1744	1905	2160	2248	2076	1936
ENSG00000074964.16	636	563	731	824	711	523
ENSG00000236648.1	0	0	0	0	0	0
ENSG00000117148.7	68	100	87	90	96	100
ENSG00000284653.1	0	0	0	0	0	0
ENSG00000261781.1	0	0	0	0	0	0
ENSG00000117154.11	0	0	0	0	1	0
ENSG00000280222.1	0	0	0	0	0	0
ENSG00000230035.2	0	0	0	0	0	0
ENSG00000225387.1	0	0	0	0	0	0
ENSG00000179023.8	457	571	461	500	466	508
ENSG00000235282.3	0	0	0	0	0	0
ENSG00000225478.2	0	0	0	0	0	0
ENSG00000009709.11	30	27	47	45	41	19
ENSG00000179002.5	0	0	0	0	0	0
ENSG00000255275.3	1	0	0	0	1	1
ENSG00000159423.16	934	737	770	837	947	698
ENSG00000265606.1	0	0	0	0	0	0
ENSG00000221662.1	0	0	0	0	0	1
ENSG00000169991.10	9033	8428	7975	9633	9477	8597
ENSG00000272084.1	17	24	15	35	14	22
ENSG00000127481.14	6992	9261	7364	8755	8412	8387
ENSG00000230424.1	35	23	38	32	45	18
ENSG00000127463.14	4468	5281	5017	5330	5153	5026
ENSG00000053372.4	4982	6095	6052	5796	5363	5757
ENSG00000211454.13	9	13	15	17	21	7
ENSG00000162482.4	22	14	14	11	16	8
ENSG00000270728.1	0	0	0	0	0	0
ENSG00000053371.12	1497	1341	1578	1486	1393	1267
ENSG00000200403.1	1	2	1	6	2	1
ENSG00000040487.12	857	775	933	978	933	717
ENSG00000077549.17	10301	10776	11045	11605	11533	10251
ENSG00000240490.3	0	0	0	0	0	0
ENSG00000173436.14	190	179	202	201	174	196
ENSG00000201609.1	0	0	0	0	0	0
ENSG00000235185.1	1	0	0	0	0	0
ENSG00000158747.14	1107	923	1032	1092	1283	1057
ENSG00000270136.6	0	0	0	0	0	0
ENSG00000226396.1	111	27	35	45	139	36
ENSG00000158748.3	23	17	16	23	29	6
ENSG00000162542.13	471	364	466	416	467	390
ENSG00000178828.6	0	0	0	0	0	0
ENSG00000235434.1	0	0	0	0	0	0
ENSG00000169914.5	881	817	934	950	1036	794
ENSG00000188784.4	0	0	0	0	0	0
ENSG00000242688.3	0	0	0	0	0	0
ENSG00000188257.11	3	1	3	4	2	1
ENSG00000127472.10	0	0	0	0	0	0
ENSG00000117215.14	0	1	0	0	0	0
ENSG00000158786.4	0	0	0	0	0	0
ENSG00000227066.1	4	2	2	1	0	2
ENSG00000187980.6	0	0	0	0	0	0
ENSG00000225986.1	0	0	1	0	0	0
ENSG00000162543.5	1	2	3	2	1	0
ENSG00000228105.1	0	0	0	0	0	0
ENSG00000284710.1	0	0	0	0	0	0
ENSG00000158816.15	1	0	0	0	2	0
ENSG00000226664.1	0	0	0	0	0	0
ENSG00000236963.6	3	1	1	4	2	1
ENSG00000226487.1	0	0	0	1	0	0
ENSG00000284641.1	0	0	0	0	0	1
ENSG00000284743.1	2	4	6	2	5	4
ENSG00000162545.5	4636	3139	4841	5360	4542	3117
ENSG00000090432.6	2140	1943	2313	2436	2046	2028
ENSG00000215520.3	0	0	0	0	0	0
ENSG00000183114.7	672	394	525	740	417	426
ENSG00000158825.5	1681	1205	1418	1683	1395	1229
ENSG00000158828.7	4202	3263	3590	4502	3382	3127
ENSG00000284005.1	0	0	0	0	0	0
ENSG00000117242.7	375	380	354	359	377	337
ENSG00000244038.9	9745	10096	10563	10998	10759	9667
ENSG00000117245.12	122	104	104	101	116	110
ENSG00000235432.1	0	0	0	0	0	0
ENSG00000189410.11	872	1154	954	966	799	1081
ENSG00000233069.1	0	0	2	0	0	0
ENSG00000127483.17	12442	13049	13027	13071	15639	12348
ENSG00000075151.20	4999	4568	5329	5705	5483	4278
ENSG00000251914.1	0	0	0	0	0	0
ENSG00000221808.1	0	0	0	0	0	0
ENSG00000233072.1	0	0	0	0	0	0
ENSG00000236073.2	2	0	0	3	0	0
ENSG00000235112.1	0	0	0	0	0	0
ENSG00000117298.15	8801	6848	7637	8476	8629	6839
ENSG00000236936.1	2	1	2	2	7	9
ENSG00000231105.1	54	24	22	30	47	26
ENSG00000236216.5	3	0	0	0	0	0
ENSG00000228823.1	0	0	0	0	0	0
ENSG00000236009.1	0	0	0	0	0	0
ENSG00000227001.3	1	1	0	0	0	1
ENSG00000187952.9	20	17	31	38	30	23
ENSG00000186543.7	1	0	1	0	1	0
ENSG00000142794.18	680	616	755	828	733	625
ENSG00000176378.8	0	1	0	0	0	0
ENSG00000162551.13	9	13	11	12	11	11
ENSG00000233431.1	0	0	1	0	0	0
ENSG00000076864.19	633	566	821	771	680	539
ENSG00000090686.15	3003	2923	3038	3280	3259	2817
ENSG00000231978.2	0	0	0	0	0	0
ENSG00000187942.11	8	7	5	15	8	9
ENSG00000142798.19	10986	15124	11272	13901	12544	14779
ENSG00000232037.3	2	0	0	1	0	0
ENSG00000283234.1	2	0	0	0	0	0
ENSG00000219073.7	0	0	0	0	0	0
ENSG00000285959.1	0	0	0	0	0	0
ENSG00000273610.1	0	0	0	0	0	0
ENSG00000201919.1	0	0	0	0	0	0
ENSG00000142789.19	0	0	0	0	0	0
ENSG00000278124.1	0	0	0	0	0	0
ENSG00000201273.1	0	0	0	0	0	0
ENSG00000228397.2	4	1	6	4	2	10
ENSG00000218510.8	180	165	200	238	234	205
ENSG00000285721.1	6	17	9	4	4	8
ENSG00000285752.1	6	4	6	5	13	5
ENSG00000285794.1	0	0	0	0	0	0
ENSG00000070831.15	76	56	60	66	77	64
ENSG00000230068.2	0	1	0	0	0	0
ENSG00000271428.1	0	0	0	0	0	0
ENSG00000162552.14	30	21	21	22	17	22
ENSG00000285873.1	6	3	12	7	5	6
ENSG00000266564.1	0	0	0	0	0	0
ENSG00000234397.3	0	2	1	0	0	0
ENSG00000279625.1	0	0	0	0	0	0
ENSG00000184677.17	2243	2162	2362	2543	2446	2176
ENSG00000237200.1	10	15	14	14	20	8
ENSG00000070886.11	1	3	1	2	5	1
ENSG00000276835.2	0	0	0	0	0	0
ENSG00000173372.16	0	0	0	0	0	0
ENSG00000159189.11	0	0	0	0	0	0
ENSG00000173369.15	0	0	0	0	0	0
ENSG00000133216.16	7207	6745	7788	8434	8215	6641
ENSG00000265422.1	0	0	0	0	0	0
ENSG00000225952.1	0	0	0	0	0	0
ENSG00000264014.1	0	0	0	0	1	1
ENSG00000215906.8	0	0	0	0	0	0
ENSG00000227868.5	2	2	1	2	1	2
ENSG00000004487.16	6941	6764	7361	7739	7498	6241
ENSG00000240553.1	0	0	0	0	0	0
ENSG00000263793.1	0	0	0	0	0	0
ENSG00000266802.1	0	0	0	0	0	0
ENSG00000169641.13	4513	4716	4783	5221	4808	4433
ENSG00000229010.1	0	0	0	0	0	0
ENSG00000206935.1	0	0	0	0	0	0
ENSG00000252578.1	0	0	0	0	0	0
ENSG00000179546.4	1090	891	1184	1454	939	929
ENSG00000215381.3	0	0	0	0	0	0
ENSG00000261326.3	0	2	1	0	2	0
ENSG00000284726.1	0	0	0	0	0	0
ENSG00000125944.19	7118	6883	7795	7784	7842	6835
ENSG00000125945.14	28	27	27	27	35	35
ENSG00000249087.6	12	2	10	8	11	10
ENSG00000201405.1	0	0	0	0	0	0
ENSG00000271420.1	0	0	0	0	0	0
ENSG00000204219.10	12	16	16	10	17	14
ENSG00000232482.2	0	0	0	0	0	0
ENSG00000088280.18	211	194	229	215	265	197
ENSG00000007968.6	56	63	51	48	50	46
ENSG00000235052.1	0	0	0	0	0	1
ENSG00000117318.8	1436	2358	2705	2705	1832	2166
ENSG00000285802.1	7	6	14	12	12	10
ENSG00000197880.8	6	6	10	19	8	6
ENSG00000229239.2	0	0	0	0	0	0
ENSG00000142676.14	34836	36516	40706	39365	39282	36337
ENSG00000011007.12	2303	2632	2489	2539	2499	2393
ENSG00000236810.5	71	58	71	59	66	58
ENSG00000057757.9	1543	1724	1653	1652	1607	1632
ENSG00000011009.10	2174	2021	2239	2530	2421	2060
ENSG00000117308.14	2245	2339	2668	2491	2544	2245
ENSG00000117305.14	633	566	756	721	788	532
ENSG00000179163.11	817	695	786	827	800	600
ENSG00000188822.7	1	0	2	1	0	1
ENSG00000229106.1	0	0	0	1	0	0
ENSG00000232557.3	0	0	0	0	0	0
ENSG00000264926.1	0	0	0	0	0	0
ENSG00000230228.2	1	0	0	0	2	1
ENSG00000189266.12	1963	1768	2104	1985	2243	1770
ENSG00000188529.14	9906	10022	11427	11079	11700	9565
ENSG00000215905.4	0	0	0	0	0	0
ENSG00000225315.2	2	1	1	0	4	2
ENSG00000142661.18	1522	1275	1468	1660	1554	1164
ENSG00000230703.1	0	0	0	0	0	1
ENSG00000142677.3	158	146	209	187	198	129
ENSG00000185436.11	142	95	136	160	126	108
ENSG00000230023.2	1	2	2	0	0	3
ENSG00000232298.2	0	0	0	0	0	0
ENSG00000158055.15	78	66	53	69	59	80
ENSG00000001460.17	446	385	441	440	457	383
ENSG00000001461.16	862	763	840	968	917	741
ENSG00000117602.11	1309	1161	1300	1425	1515	1188
ENSG00000264443.1	1	0	1	1	6	2
ENSG00000184454.6	35	17	29	26	36	14
ENSG00000227312.2	0	0	0	0	0	0
ENSG00000239106.1	0	0	0	0	0	0
ENSG00000133226.16	4456	4593	5076	5065	5079	4171
ENSG00000284699.1	0	0	0	1	0	0
ENSG00000169504.14	8673	8477	8389	9366	9454	8209
ENSG00000238482.1	0	0	0	0	0	0
ENSG00000020633.18	540	481	667	662	691	467
ENSG00000278034.1	0	0	0	0	0	0
ENSG00000229162.1	1	1	2	1	0	0
ENSG00000261025.1	0	0	0	1	0	0
ENSG00000264371.1	0	0	0	0	0	0
ENSG00000285823.1	1	0	0	0	0	0
ENSG00000233755.1	0	1	0	0	0	0
ENSG00000233419.3	0	0	0	0	0	0
ENSG00000231953.2	0	0	0	0	0	0
ENSG00000117614.9	1799	1669	1949	2027	2077	1623
ENSG00000284602.1	40	36	44	42	40	44
ENSG00000284657.1	4	2	4	5	2	1
ENSG00000117616.17	1590	1426	1710	1794	1536	1385
ENSG00000272432.1	1	1	5	6	2	3
ENSG00000261349.1	0	0	0	0	0	0
ENSG00000187010.20	0	0	0	0	0	0
ENSG00000224183.1	0	0	0	1	1	0
ENSG00000259984.1	2	1	4	3	2	2
ENSG00000183726.10	5330	4942	5395	5851	5617	4710
ENSG00000188672.18	2	1	3	2	1	5
ENSG00000238084.4	4	1	7	3	5	3
ENSG00000204178.10	793	693	837	925	884	711
ENSG00000157978.11	1071	1129	1181	1244	1252	1092
ENSG00000225643.1	4	8	1	2	1	1
ENSG00000117643.14	36	25	26	35	47	29
ENSG00000233478.1	0	0	0	0	0	0
ENSG00000162430.16	4396	4309	4628	4943	4945	3987
ENSG00000255054.3	0	0	0	0	0	0
ENSG00000228172.5	15	8	13	16	21	10
ENSG00000117640.17	1165	1090	1128	1235	1126	1061
ENSG00000272478.1	0	0	0	0	0	0
ENSG00000127423.10	377	516	539	481	432	482
ENSG00000236528.1	23	22	15	20	21	19
ENSG00000182749.5	828	807	885	885	898	778
ENSG00000207302.1	0	0	0	0	0	0
ENSG00000117632.22	5930	6726	6875	6514	6667	5744
ENSG00000229786.1	0	0	0	0	0	0
ENSG00000223624.1	0	0	0	0	0	0
ENSG00000283938.1	0	0	0	0	0	1
ENSG00000158006.13	744	803	846	776	740	827
ENSG00000207237.1	0	0	0	0	0	0
ENSG00000252190.1	0	0	0	0	0	0
ENSG00000252691.1	0	0	0	0	0	0
ENSG00000158008.9	9	2	2	8	4	3
ENSG00000158014.14	2	0	0	0	3	0
ENSG00000284309.1	0	0	0	1	0	0
ENSG00000158022.6	0	0	0	0	1	0
ENSG00000175087.9	299	280	303	368	374	259
ENSG00000197245.5	5	6	8	4	5	3
ENSG00000282872.1	0	0	0	0	0	0
ENSG00000236782.7	1	1	1	3	3	2
ENSG00000142684.8	812	867	925	993	942	883
ENSG00000142675.17	26	36	25	25	39	21
ENSG00000188782.8	0	0	0	0	0	0
ENSG00000236155.6	0	0	0	0	0	0
ENSG00000278572.1	0	0	0	1	2	0
ENSG00000130695.15	1687	1737	1934	1856	1794	1609
ENSG00000270733.1	0	0	0	0	0	0
ENSG00000142669.14	3530	2840	3363	3621	3204	2908
ENSG00000158062.20	1036	888	1036	1002	1078	926
ENSG00000169442.8	1	1	0	1	0	0
ENSG00000176092.15	126	162	184	190	138	128
ENSG00000225854.2	0	0	0	1	0	0
ENSG00000176083.17	0	0	0	0	0	0
ENSG00000131914.10	2	0	1	1	0	2
ENSG00000117682.16	1342	1327	1358	1411	1440	1332
ENSG00000223583.1	1	3	0	0	4	0
ENSG00000225891.1	5	6	4	5	2	4
ENSG00000198830.10	5765	7394	7551	6791	7743	6545
ENSG00000224129.1	0	0	0	0	0	0
ENSG00000117676.13	749	732	774	833	733	704
ENSG00000238705.1	0	0	0	0	0	0
ENSG00000243905.3	0	0	0	0	0	0
ENSG00000252802.1	0	0	0	0	0	0
ENSG00000252429.2	0	0	0	0	0	0
ENSG00000229247.2	0	0	0	0	0	0
ENSG00000238316.1	0	0	0	0	0	0
ENSG00000235069.2	0	0	0	0	0	0
ENSG00000260063.1	49	35	29	24	53	27
ENSG00000117713.19	4780	5375	4777	5261	5697	4981
ENSG00000060642.10	541	506	559	615	595	524
ENSG00000241188.3	0	0	0	2	1	0
ENSG00000204160.11	1789	1980	2086	2181	2038	1970
ENSG00000175793.11	5264	6925	7211	7149	5580	7116
ENSG00000226698.1	1	0	0	0	0	0
ENSG00000142751.14	1900	1866	1893	2013	1959	1695
ENSG00000198746.12	646	575	703	725	693	624
ENSG00000090273.13	8658	9860	10018	9592	9348	9214
ENSG00000131910.4	1	0	2	1	0	0
ENSG00000175707.8	0	0	0	2	1	1
ENSG00000172746.6	2	2	0	3	2	2
ENSG00000224064.1	0	0	0	0	0	0
ENSG00000225294.1	2	2	1	0	3	0
ENSG00000253368.3	4904	6362	5291	5718	4902	6306
ENSG00000158246.7	90	118	102	99	80	121
ENSG00000090020.10	1041	971	1143	1176	1156	892
ENSG00000229985.2	1	0	0	0	0	0
ENSG00000214973.3	36	18	25	23	39	25
ENSG00000225159.1	60	49	44	46	76	40
ENSG00000225990.2	0	0	0	0	0	0
ENSG00000224311.1	0	0	0	0	0	0
ENSG00000142784.15	1232	911	1106	1223	1190	933
ENSG00000252098.1	0	0	0	0	0	0
ENSG00000243659.1	0	0	0	0	0	1
ENSG00000186501.14	1718	1690	1837	1852	1885	1688
ENSG00000206888.1	0	3	2	2	5	1
ENSG00000241547.1	34	23	18	31	28	23
ENSG00000142765.17	43	46	43	57	52	37
ENSG00000142733.15	742	633	763	870	738	629
ENSG00000142748.12	0	0	0	0	0	0
ENSG00000174950.10	1	0	1	1	0	0
ENSG00000231207.1	0	0	0	1	0	0
ENSG00000181773.6	77	51	62	70	48	61
ENSG00000158195.10	4903	5037	5272	5302	5688	4739
ENSG00000241169.1	0	0	0	0	0	0
ENSG00000237429.1	1	2	1	1	4	0
ENSG00000126705.14	990	954	1208	1243	1134	1039
ENSG00000000938.12	0	0	0	0	1	0
ENSG00000235912.1	8	5	2	10	11	8
ENSG00000233975.1	0	0	0	0	0	0
ENSG00000126709.14	333	228	297	266	359	255
ENSG00000225886.3	0	0	0	0	0	0
ENSG00000206767.1	0	0	0	0	0	0
ENSG00000226662.2	0	0	0	0	0	0
ENSG00000207095.1	0	0	0	0	0	0
ENSG00000009780.15	349	330	377	405	444	334
ENSG00000231344.1	3	1	1	2	6	0
ENSG00000230833.1	0	0	0	0	0	0
ENSG00000117758.13	1204	1123	1112	1258	1254	1041
ENSG00000269971.1	3	3	0	5	0	0
ENSG00000270031.1	3	2	0	2	2	1
ENSG00000223062.1	0	0	0	0	0	0
ENSG00000117751.17	2862	3056	3447	3232	3184	2982
ENSG00000252947.1	3	3	4	2	5	2
ENSG00000130775.15	54	29	41	43	45	31
ENSG00000117748.9	2095	2359	2408	2312	2404	2235
ENSG00000130768.14	111	117	106	121	87	108
ENSG00000227050.1	0	0	0	0	1	0
ENSG00000158156.7	339	338	376	398	384	312
ENSG00000158161.15	1049	1180	1259	1193	1172	1089
ENSG00000238231.2	1	3	1	1	0	0
ENSG00000240750.3	3	1	1	4	3	1
ENSG00000228589.3	62	57	45	47	82	33
ENSG00000228943.1	0	0	0	0	0	0
ENSG00000214812.3	3	1	2	2	3	0
ENSG00000253005.1	0	0	0	0	0	0
ENSG00000169403.11	28	35	43	29	44	35
ENSG00000126698.10	4330	4402	4887	5090	4624	4180
ENSG00000130770.17	1066	1006	1099	1105	996	946
ENSG00000270605.1	0	1	0	0	2	0
ENSG00000271398.1	0	0	0	0	1	0
ENSG00000130766.4	161	167	146	137	176	155
ENSG00000130772.13	98	93	103	128	120	119
ENSG00000204138.12	3394	3521	3693	3896	4063	3359
ENSG00000206779.1	0	0	0	0	0	0
ENSG00000229820.2	0	0	0	0	3	0
ENSG00000221216.1	1	0	0	1	1	0
ENSG00000180198.16	5678	6440	6708	6511	6467	6034
ENSG00000242125.3	2599	2657	2438	2594	2864	2355
ENSG00000274266.1	0	0	0	0	0	0
ENSG00000200087.1	68	93	67	69	89	60
ENSG00000231468.2	3	0	1	0	1	0
ENSG00000279443.1	122	100	104	100	113	77
ENSG00000180098.9	735	763	937	851	865	733
ENSG00000197989.14	1146	1565	1606	1296	1600	1834
ENSG00000221539.1	18	34	35	35	35	34
ENSG00000278274.1	0	0	0	0	0	0
ENSG00000273544.1	0	0	0	0	0	0
ENSG00000280498.1	0	0	0	0	0	0
ENSG00000274582.1	0	0	0	0	0	0
ENSG00000120656.11	776	804	841	767	927	760
ENSG00000188060.7	97	118	136	145	133	189
ENSG00000229388.1	36	27	25	38	42	33
ENSG00000270103.3	0	0	0	0	0	0
ENSG00000274978.1	0	0	0	0	1	0
ENSG00000162419.12	811	765	883	798	890	775
ENSG00000252777.1	0	0	0	0	0	0
ENSG00000198492.15	4371	4348	4644	4881	4985	4144
ENSG00000116329.10	3	0	2	2	1	1
ENSG00000233427.1	0	0	2	1	1	0
ENSG00000199756.1	0	0	0	0	0	0
ENSG00000159023.21	927	1015	1132	1167	1107	944
ENSG00000225616.2	78	38	54	45	83	43
ENSG00000206704.1	0	0	0	0	0	0
ENSG00000277958.1	0	0	0	0	0	0
ENSG00000253304.1	32	21	20	41	25	19
ENSG00000225750.1	1	1	2	2	1	1
ENSG00000116350.16	4135	3827	4810	5024	4735	4144
ENSG00000277916.1	0	0	0	0	0	0
ENSG00000116353.15	591	632	696	680	767	623
ENSG00000237934.1	0	0	0	0	0	0
ENSG00000060656.19	745	812	811	795	933	805
ENSG00000230523.1	0	0	0	0	0	0
ENSG00000225011.4	0	0	0	0	0	0
ENSG00000228176.1	1	0	1	2	0	1
ENSG00000284676.1	0	0	0	0	0	0
ENSG00000270927.1	0	0	0	0	0	0
ENSG00000233399.2	0	0	0	0	0	0
ENSG00000233372.1	0	0	0	0	0	0
ENSG00000231251.1	0	0	0	0	0	0
ENSG00000236335.1	0	0	0	0	0	0
ENSG00000231949.1	0	0	0	0	0	0
ENSG00000162510.5	12	6	6	15	12	10
ENSG00000186056.10	63	67	75	81	76	61
ENSG00000162511.7	7	21	4	7	11	18
ENSG00000264773.1	0	0	0	0	0	0
ENSG00000229607.1	0	0	0	0	0	0
ENSG00000223382.4	22	13	10	12	13	12
ENSG00000222784.1	0	0	0	0	0	0
ENSG00000235143.1	0	0	0	0	0	0
ENSG00000162512.15	2033	1512	1758	1889	2094	1540
ENSG00000266210.2	0	0	0	0	0	0
ENSG00000134644.15	4707	4676	5110	5292	5568	4395
ENSG00000237329.2	0	0	0	0	0	0
ENSG00000232768.1	0	0	0	0	0	0
ENSG00000215900.4	2	0	0	0	0	0
ENSG00000225142.2	0	0	0	0	0	0
ENSG00000084628.9	71	80	96	80	115	68
ENSG00000060688.12	2358	2623	2750	2767	2612	2423
ENSG00000229447.2	2	10	11	12	13	4
ENSG00000121766.15	1525	1512	1660	1693	1518	1467
ENSG00000229044.1	24	1	25	27	30	31
ENSG00000121769.7	0	0	0	0	0	0
ENSG00000168528.11	1615	1262	1307	1380	1516	1379
ENSG00000215899.3	0	2	1	0	2	1
ENSG00000206981.1	0	0	0	0	1	0
ENSG00000260386.6	0	0	0	0	0	0
ENSG00000265961.1	0	0	0	0	0	0
ENSG00000284543.1	1	1	1	2	2	3
ENSG00000229167.1	21	8	8	8	8	7
ENSG00000142910.15	74	68	41	63	39	67
ENSG00000121764.11	5	1	2	5	2	4
ENSG00000162517.12	2156	2053	2249	2368	2057	2002
ENSG00000235790.7	4	1	6	7	3	0
ENSG00000264078.1	0	0	0	1	0	0
ENSG00000084636.17	919	864	737	777	808	811
ENSG00000121753.12	1160	1115	1304	1335	1289	1077
ENSG00000266580.1	1	5	4	5	6	3
ENSG00000254545.1	0	0	0	0	0	0
ENSG00000134668.12	499	564	470	503	577	532
ENSG00000203620.2	0	0	0	0	2	0
ENSG00000269967.1	4	3	1	2	2	0
ENSG00000184007.20	11796	12018	12644	13333	12171	11641
ENSG00000228634.1	0	0	0	0	0	0
ENSG00000284702.1	0	0	0	0	2	0
ENSG00000121774.17	10961	10811	11980	12080	13019	10641
ENSG00000203325.3	0	0	0	0	0	0
ENSG00000121775.17	574	544	583	577	670	527
ENSG00000266203.1	0	0	0	0	0	0
ENSG00000276493.1	0	0	0	0	0	0
ENSG00000025800.13	4050	3917	4229	4568	4399	4002
ENSG00000250135.1	0	0	0	0	0	0
ENSG00000084652.15	4919	4645	5131	5297	5162	4829
ENSG00000160050.14	148	121	136	172	123	111
ENSG00000224066.1	60	46	63	72	78	50
ENSG00000160051.11	144	166	155	183	134	145
ENSG00000222046.2	2	2	2	3	0	2
ENSG00000160055.19	575	515	543	624	575	535
ENSG00000084623.11	13653	14264	15016	15084	13944	13077
ENSG00000220785.7	356	217	298	332	323	210
ENSG00000183615.5	80	36	63	109	65	52
ENSG00000182866.16	2	0	1	2	1	2
ENSG00000277617.1	0	0	0	0	0	0
ENSG00000252450.1	0	0	0	0	0	0
ENSG00000116478.11	6007	5581	6494	6472	6642	5678
ENSG00000175130.6	3461	2736	3591	4184	4026	2756
ENSG00000233775.1	0	0	0	0	2	0
ENSG00000162526.6	9	8	5	8	9	8
ENSG00000225828.1	423	370	421	472	497	343
ENSG00000160058.18	2166	2010	2343	2584	2531	1979
ENSG00000224333.1	0	0	0	0	0	0
ENSG00000270850.1	0	0	0	0	0	0
ENSG00000229259.1	0	0	0	0	0	0
ENSG00000263529.2	0	0	0	0	0	0
ENSG00000254553.1	0	0	0	0	0	0
ENSG00000273274.1	9	6	12	12	13	5
ENSG00000160062.14	242	215	238	255	337	202
ENSG00000176261.15	1973	1836	1913	1969	1950	1706
ENSG00000200591.1	0	0	0	0	0	0
ENSG00000162521.18	7969	8118	8911	8905	9350	7380
ENSG00000162520.14	1120	1086	1219	1396	1226	1112
ENSG00000224409.1	79	54	35	46	61	40
ENSG00000162522.10	6062	5266	6375	7271	6806	5481
ENSG00000134684.10	7036	8684	9009	8528	8447	8225
ENSG00000116497.17	1756	1879	1967	2003	1974	1709
ENSG00000160097.17	50	38	45	54	53	49
ENSG00000121905.9	17	15	2	11	17	6
ENSG00000121900.18	984	819	1056	1033	855	865
ENSG00000116514.16	944	988	1073	1070	901	1037
ENSG00000278966.2	0	1	0	0	1	0
ENSG00000217644.5	0	0	0	0	0	0
ENSG00000239670.1	0	0	0	0	0	0
ENSG00000236065.2	0	0	0	0	0	0
ENSG00000004455.16	6187	7154	7111	7003	7243	6811
ENSG00000276645.1	0	1	2	0	0	0
ENSG00000142920.16	99	56	87	121	116	72
ENSG00000278997.1	8	6	5	8	15	4
ENSG00000116525.13	228	156	188	221	210	177
ENSG00000279179.1	2	1	3	0	2	0
ENSG00000284721.1	0	0	0	0	0	0
ENSG00000160094.14	829	561	827	859	985	549
ENSG00000270115.1	5	3	8	14	8	4
ENSG00000184389.9	3	3	1	3	1	0
ENSG00000225313.5	0	0	1	0	1	0
ENSG00000134686.18	2784	2623	2470	2610	2867	2657
ENSG00000284154.1	0	5	9	0	3	9
ENSG00000222112.1	10	7	7	7	7	11
ENSG00000233246.1	11	9	8	12	7	11
ENSG00000234512.1	0	0	0	0	0	0
ENSG00000121903.14	212	230	251	231	247	245
ENSG00000235907.2	0	0	0	0	0	0
ENSG00000121904.17	0	1	0	1	0	0
ENSG00000227000.2	0	0	0	0	0	0
ENSG00000176256.10	0	0	0	0	0	0
ENSG00000231163.5	0	0	0	0	0	0
ENSG00000201148.1	0	0	0	0	0	0
ENSG00000142698.14	0	0	0	0	0	0
ENSG00000270241.1	0	0	0	0	0	0
ENSG00000207941.1	0	0	0	0	0	0
ENSG00000163866.8	1635	1643	1856	1927	1751	1677
ENSG00000189280.3	4	2	0	8	2	5
ENSG00000189433.5	7	5	5	1	2	3
ENSG00000255811.1	0	1	0	0	1	0
ENSG00000188910.7	66	62	51	65	29	48
ENSG00000187513.8	0	0	0	0	0	0
ENSG00000230163.1	0	0	0	1	0	0
ENSG00000116544.11	15	8	8	13	14	10
ENSG00000284773.1	21	15	26	26	26	16
ENSG00000241014.2	21	26	23	31	34	22
ENSG00000271741.1	0	0	0	0	0	0
ENSG00000243749.1	0	0	0	0	0	0
ENSG00000163867.16	281	273	284	316	344	250
ENSG00000197056.10	863	1105	1014	1124	1061	889
ENSG00000233940.1	0	0	0	0	0	0
ENSG00000228348.1	1	0	0	1	0	0
ENSG00000284640.1	0	0	2	0	0	1
ENSG00000116560.10	25818	27752	28982	28994	30440	26154
ENSG00000201868.1	0	0	0	0	0	0
ENSG00000146463.11	2741	3041	3029	3170	3066	2616
ENSG00000240374.3	0	0	0	0	0	0
ENSG00000201542.1	0	0	0	0	0	0
ENSG00000229994.1	26	12	23	18	20	17
ENSG00000227409.1	2	1	0	3	4	1
ENSG00000278702.1	1	0	0	1	0	0
ENSG00000142687.17	2726	2564	2749	2896	2919	2405
ENSG00000236274.1	0	0	0	0	0	0
ENSG00000020129.15	2019	1833	2022	2194	2046	1813
ENSG00000239636.1	5	5	8	13	2	2
ENSG00000116819.7	29	20	32	26	36	18
ENSG00000126067.11	8024	9042	9527	9554	9378	8479
ENSG00000142686.7	2005	1670	2050	2287	1951	1757
ENSG00000092853.13	2747	2720	3249	2995	3203	2750
ENSG00000232335.1	118	45	111	98	154	113
ENSG00000134698.10	576	489	569	597	732	438
ENSG00000092847.11	2439	2293	2393	2674	2646	2179
ENSG00000271164.1	0	0	0	0	0	0
ENSG00000271914.1	5	1	2	1	3	1
ENSG00000126070.19	853	879	799	827	909	773
ENSG00000271554.1	0	0	0	2	2	0
ENSG00000232862.5	0	1	0	1	0	0
ENSG00000092850.11	4	3	4	2	3	2
